statement,class_id,class_name
auto err = 85;,3,Declaration
code = err ^ 8;,10,Bitwise Operation
--err;,9,Increment/Decrement
err = err * value - 100;,0,Assignment
len = *(code + 22);,7,Pointer Operation
throw;,14,Exception Handling
*temp = *result + 23;,7,Pointer Operation
z = (uint32_t) (total + len);,12,Cast Expression
(*j)++;,7,Pointer Operation
sum->data = 91;,8,Struct Access
"if (sum > 77) throw std::out_of_range(""x"");",14,Exception Handling
uint32_t temp = 69 + 106;,3,Declaration
if (y == 67 || total == 16) { },2,Conditional
throw;,14,Exception Handling
y.size++;,8,Struct Access
index = offset - count;,0,Assignment
i = (long) 28;,12,Cast Expression
*index = *flag + 48;,7,Pointer Operation
i = *(i + 9);,7,Pointer Operation
offset = (value != 60) || (len != 36);,11,Logical Expression
"size = calloc(21, sizeof(uint8_t));",13,Memory Allocation
"static_assert(sizeof(double) == 127, ""size mismatch"");",14,Exception Handling
if (n == NULL) throw std::out_of_range();,14,Exception Handling
uint8_t *z = new char[118];,13,Memory Allocation
"memset(code, 0, sizeof(float) * 104);",13,Memory Allocation
sum = (x <= 18) || (x > 79);,11,Logical Expression
return z > k;,5,Return
fclose(offset);,4,Function Call
i = (len & 57) >> 56;,10,Bitwise Operation
"memcpy(x, err, 5);",4,Function Call
for (int code = 1; k < 91; count *= 2) { },1,Loop
++(*x);,9,Increment/Decrement
code->tail = strlen(result);,8,Struct Access
"printf(&total, 74);",4,Function Call
while (result) { },1,Loop
uint8_t n = index * 96;,3,Declaration
result = (uint8_t) err * 34;,12,Cast Expression
"memcpy(len, value, 88);",4,Function Call
size = *z;,7,Pointer Operation
"printf(ret, memcpy(size));",4,Function Call
code.len = value.right;,8,Struct Access
char err[110];,3,Declaration
if (flag != 0) throw std::invalid_argument();,14,Exception Handling
delete count;,13,Memory Allocation
bool index = (offset && y);,11,Logical Expression
int count = size.val;,8,Struct Access
if (z != NULL) { },2,Conditional
flag = j ^ total;,10,Bitwise Operation
"strlen(""temp"", 96);",4,Function Call
"long z = log(x, 77);",3,Declaration
if (printf(sum) && j < 110) { },11,Logical Expression
"if (value > 77) throw std::invalid_argument(""size"");",14,Exception Handling
if (!result || value > 120) { },2,Conditional
int z = vals[index];,6,Array Access
"total = realloc(index, 72);",13,Memory Allocation
uint8_t y = vals[temp];,6,Array Access
return 5;,5,Return
"bool result = 0, result = 51;",3,Declaration
value = malloc(sizeof(int));,13,Memory Allocation
return (float *) y;,12,Cast Expression
static uint8_t y = 126;,3,Declaration
while (y > 58 && i > 0) { },1,Loop
*count = *index;,7,Pointer Operation
long flag = sum;,3,Declaration
"memset(z, 0, sizeof(value));",4,Function Call
k = j;,0,Assignment
do { } while (y < 75);,1,Loop
if (static_cast<char>(total) <= 61) { },12,Cast Expression
value->val += 64;,8,Struct Access
"long *z = calloc(124, sizeof(int));",13,Memory Allocation
if (offset == &n) { },7,Pointer Operation
if (n > 113) { },2,Conditional
assert(result < 46);,14,Exception Handling
total->prev++;,8,Struct Access
long *total = new char[1];,13,Memory Allocation
count = new float[116];,13,Memory Allocation
data[y] -= 34;,6,Array Access
err = malloc(sizeof(bool));,13,Memory Allocation
*result = scanf(result);,7,Pointer Operation
size = NULL;,0,Assignment
value = const_cast<uint8_t *>(x);,12,Cast Expression
z = 100 + 123;,0,Assignment
assert(err != NULL);,14,Exception Handling
float x = 106 + 6;,3,Declaration
"rand(z, &total);",4,Function Call
result = (size_t) n * 13;,12,Cast Expression
flag = index & ret;,10,Bitwise Operation
if (index >= 40) { },2,Conditional
bool ret;,3,Declaration
if (fclose(value) != 88) { },2,Conditional
result = &queue[y];,7,Pointer Operation
while (!index) { },1,Loop
sum = arr[code];,6,Array Access
y = (uint8_t *) code;,12,Cast Expression
catch (const std::invalid_argument &i) { },14,Exception Handling
throw std::runtime_error();,14,Exception Handling
return count;,5,Return
list[count][len] = 52;,6,Array Access
"throw std::invalid_argument(""z"");",14,Exception Handling
"printf(""%d\n"", index);",4,Function Call
size_t code = stack[y];,6,Array Access
value = vals[offset];,6,Array Access
code = queue[size] + 119;,6,Array Access
"fclose(n, z);",4,Function Call
fclose(total);,4,Function Call
return (char *) result;,12,Cast Expression
--(*x);,9,Increment/Decrement
i = (result > count) ? 1 : 0;,11,Logical Expression
k = const_cast<int64_t *>(j);,12,Cast Expression
if (err || n) { },2,Conditional
value = new long();,13,Memory Allocation
if (index > 0 && result < 91) { },2,Conditional
count.left = value;,8,Struct Access
for (int index = 0; offset < 37; index++) { },1,Loop
sqrt();,4,Function Call
for (int x = 0; n < 89; j++) size++;,9,Increment/Decrement
len->right += 20;,8,Struct Access
return sizeof(bool);,5,Return
x = arr[code] + 95;,6,Array Access
return x + ret;,5,Return
while (y != NULL) { },1,Loop
"char count = 0, size = 4;",3,Declaration
x->prev = i->left;,8,Struct Access
"value = realloc(temp, sizeof(uint8_t) * 9);",13,Memory Allocation
printf(scanf(value));,4,Function Call
i = (uint32_t) x;,12,Cast Expression
tree_destroy(total);,4,Function Call
k |= 41;,10,Bitwise Operation
i->key = temp->prev + 16;,8,Struct Access
for (k = 0; k < 51; ret++) { },1,Loop
try { } catch (...) { },14,Exception Handling
return y == 124;,5,Return
err = count;,0,Assignment
code.data--;,8,Struct Access
"scanf(code, j);",4,Function Call
len >>= 110;,9,Increment/Decrement
return !code;,5,Return
int64_t x = (float) x / 127;,12,Cast Expression
err = *y + *result;,7,Pointer Operation
flag = 0;,0,Assignment
return i > 62;,5,Return
value = 5 * 74;,0,Assignment
return count >= 0;,5,Return
k->next++;,9,Increment/Decrement
return temp != NULL;,5,Return
return total > z;,5,Return
if ((ret >= 79) || (flag >= 21)) { },2,Conditional
size_t total = sum;,3,Declaration
index = *((bool *) offset);,7,Pointer Operation
return sizeof(uint8_t);,5,Return
while (total) { },1,Loop
"int result = fclose(k, 2);",3,Declaration
switch (i) { },2,Conditional
if (abs(n) || result < 5) { },11,Logical Expression
"flag = log(value, 68);",0,Assignment
temp = k & code;,10,Bitwise Operation
flag = j + ret + 80;,0,Assignment
"memset(j, 0, 22);",13,Memory Allocation
index = *(count + 1);,7,Pointer Operation
x = table[106 - 1];,6,Array Access
return sum > ret;,5,Return
if (code.right == 0) { },8,Struct Access
z = !z;,11,Logical Expression
"abs(&err, 35);",4,Function Call
data[k][offset] = 69;,6,Array Access
return len - 21;,5,Return
index >>= 33;,9,Increment/Decrement
return size >= 0;,5,Return
char result[5];,3,Declaration
struct cfg sum;,3,Declaration
(*err)--;,9,Increment/Decrement
if (temp == y) { },2,Conditional
"memset(k, 0, 62);",13,Memory Allocation
(temp++);,9,Increment/Decrement
while (len > 0) { },1,Loop
uint32_t result[44][96];,3,Declaration
if (!i) { },2,Conditional
"char n = fclose(j, 91);",3,Declaration
flag = malloc(sizeof(bool) * 76);,13,Memory Allocation
sum |= 123;,10,Bitwise Operation
if (!j || !len) { },11,Logical Expression
if (size->data == NULL) { },8,Struct Access
if (i == 48) { },2,Conditional
"int *j = calloc(28, sizeof(bool));",13,Memory Allocation
"return memset(offset, 79);",5,Return
code->prev = y->key + 24;,8,Struct Access
for (; z < 101;) { },1,Loop
size = &err;,7,Pointer Operation
if ((x & 100) == 0) { },10,Bitwise Operation
return (i == offset) ? 1 : 0;,5,Return
struct packet code;,3,Declaration
if (i != 0) throw std::runtime_error();,14,Exception Handling
nums[z]--;,6,Array Access
if ((x = malloc(sizeof(char))) == NULL) { },13,Memory Allocation
if (n->flags != 39) { },8,Struct Access
i = (size_t) j * 78;,12,Cast Expression
return sizeof(int);,5,Return
return sum > 0 && code < 64;,5,Return
sum = *len;,7,Pointer Operation
if (!err || !result) { },11,Logical Expression
if ((value & 67) != 0) { },10,Bitwise Operation
if (n != 0) { },2,Conditional
return (temp == z) ? 1 : 0;,5,Return
extern uint32_t total;,3,Declaration
len = (float) 114;,12,Cast Expression
for (bool err = 0; size < 92; n++) { },1,Loop
assert(size == code);,14,Exception Handling
j = &matrix[n];,7,Pointer Operation
fclose(index);,4,Function Call
packet_destroy(x);,4,Function Call
y |= 30;,10,Bitwise Operation
result.flags = err.data;,8,Struct Access
std::unique_ptr<long> z = std::make_unique<double>();,13,Memory Allocation
return n % 44 == 0;,5,Return
j.flags--;,8,Struct Access
--code;,9,Increment/Decrement
index = size ? i : k;,0,Assignment
k = reinterpret_cast<double *>(z);,12,Cast Expression
"long x = 0, count = 49;",3,Declaration
assert(i != ret);,14,Exception Handling
const double size = memcpy(offset);,3,Declaration
bool total = !count;,11,Logical Expression
if (offset && !size) { },11,Logical Expression
k = temp ? len : flag;,0,Assignment
ret = 63 * 68;,0,Assignment
i = !(total == 88);,11,Logical Expression
void *size = (void *) size;,7,Pointer Operation
value = fopen(result) + 30;,0,Assignment
for (ret = 0; total < ret; value += 105) { },1,Loop
static int j;,3,Declaration
queue[x] = arr[z - 1];,6,Array Access
if (result <= 48) { },2,Conditional
value->flags++;,9,Increment/Decrement
long *n = malloc(sizeof(size_t) * 103);,13,Memory Allocation
len &= 21;,10,Bitwise Operation
index = dynamic_cast<size_t *>(temp);,12,Cast Expression
rand(z);,4,Function Call
ret.size--;,8,Struct Access
delete[] x;,13,Memory Allocation
z = i * index;,0,Assignment
len = &y;,7,Pointer Operation
if (!k) { },2,Conditional
uint8_t *size = NULL;,7,Pointer Operation
arr[n + 32] = x;,6,Array Access
packet_init(&flag);,4,Function Call
flag++;,9,Increment/Decrement
return j;,5,Return
if (!(temp || total)) { },11,Logical Expression
return (flag == y) ? 1 : 0;,5,Return
uint8_t n = (int) total / 67;,12,Cast Expression
if (flag == x && sum != 37) { },2,Conditional
x->flags--;,9,Increment/Decrement
"memcpy(count, i, 84);",4,Function Call
total = !err;,11,Logical Expression
"int *j = (uint32_t *) realloc(i, 14);",13,Memory Allocation
"flag = rand(temp, 43);",0,Assignment
ret = result / size;,0,Assignment
*index = 0;,7,Pointer Operation
temp = sizeof(uint8_t);,0,Assignment
try { } catch (const std::bad_alloc &count) { } catch (...) { },14,Exception Handling
len = n & err;,10,Bitwise Operation
temp = (size & 14) >> 76;,10,Bitwise Operation
const char n = count + 10;,3,Declaration
return !x;,5,Return
z ^= 79;,10,Bitwise Operation
count = nums[i];,6,Array Access
--(*offset);,9,Increment/Decrement
if (memcpy(err) && y < 119) { },11,Logical Expression
code = i % 65;,0,Assignment
return flag >= 0;,5,Return
count->tail = total->len;,8,Struct Access
while (!offset) { },1,Loop
return z;,5,Return
for (int sum = 0; offset < y; ++k) { },1,Loop
buf[count][z] = 53;,6,Array Access
flag = scanf(total);,0,Assignment
temp->tail += 59;,8,Struct Access
"if (y < 86) throw std::runtime_error(""x"");",14,Exception Handling
return code / 30;,5,Return
uint32_t *count = reinterpret_cast<int *>(err);,12,Cast Expression
err = offset % 33;,0,Assignment
code = z != 77 && sum == 118;,11,Logical Expression
if (!result) { },2,Conditional
return !sum;,5,Return
matrix[result] -= 14;,6,Array Access
stack[temp]++;,9,Increment/Decrement
flag = len ? y : code;,0,Assignment
return i > 51;,5,Return
size <<= 101;,9,Increment/Decrement
uint32_t *sum = new int[107];,13,Memory Allocation
count = ~err;,10,Bitwise Operation
return total >= 0;,5,Return
ret->next++;,8,Struct Access
int64_t size = !j;,11,Logical Expression
value ^= x;,10,Bitwise Operation
return sizeof(float);,5,Return
for (y = 0; ret < 83; result++) { },1,Loop
if (result || offset) { },11,Logical Expression
index = code + 82;,0,Assignment
for (int sum = 80 - 1; offset >= 0; i--) { },1,Loop
if (!(err || size)) { },11,Logical Expression
return !temp;,5,Return
if (total != 0) { },2,Conditional
fopen(err);,4,Function Call
(*code)--;,9,Increment/Decrement
(*ret)--;,7,Pointer Operation
err.right = result;,8,Struct Access
result = (y > i) ? 1 : 0;,11,Logical Expression
try { } catch (...) { },14,Exception Handling
"exp(z, &offset);",4,Function Call
"throw std::runtime_error(""invalid "" + std::to_string(result));",14,Exception Handling
*z -= 22;,7,Pointer Operation
memcpy(abs(z));,4,Function Call
(*k)++;,9,Increment/Decrement
double *len = malloc(sizeof(float) * 49);,13,Memory Allocation
const size_t size = scanf(flag);,3,Declaration
if (err != 110) { },2,Conditional
len = sizeof(int64_t);,0,Assignment
while (index < 27 && err > 0) { },1,Loop
if (index != 20) { },2,Conditional
"float z, x;",3,Declaration
throw;,14,Exception Handling
y >>= 90;,9,Increment/Decrement
return ret == 53;,5,Return
return y > 45;,5,Return
i = y * temp;,0,Assignment
try { } catch (std::bad_alloc &total) { },14,Exception Handling
if (atoi(flag) > 0) { },2,Conditional
sum = dynamic_cast<double *>(count);,12,Cast Expression
n = x * 62;,0,Assignment
y = nums[i];,6,Array Access
y = y->head;,8,Struct Access
return result > 0 && index < 24;,5,Return
arr[total]--;,9,Increment/Decrement
"k = realloc(index, sizeof(float) * 18);",13,Memory Allocation
"abs(&total, 82);",4,Function Call
while (x != NULL) { },1,Loop
value = len + n;,0,Assignment
n = (uint8_t) (len - 119);,12,Cast Expression
if (result != 0) { },2,Conditional
uint8_t *code = new size_t[127];,13,Memory Allocation
if ((y == 47) || (flag > 74) || i) { },11,Logical Expression
if ((len > 97) || (z <= 63) || value) { },11,Logical Expression
return err - 33;,5,Return
buf[value]++;,6,Array Access
list[total] = vals[err - 1];,6,Array Access
--list[count];,9,Increment/Decrement
if (*k == 102) { },7,Pointer Operation
uint8_t offset = 125 + 98;,3,Declaration
count = i & ~(1 << 94);,10,Bitwise Operation
if (x > 0 && sum < 49) { },2,Conditional
return (long *) count;,12,Cast Expression
long *j = new uint8_t();,13,Memory Allocation
i = n * offset;,0,Assignment
result = &code;,7,Pointer Operation
double *i = malloc(sizeof(uint8_t) * 2);,13,Memory Allocation
return len > 126;,5,Return
if (atoi(flag) || offset != 119) { },11,Logical Expression
err = printf(sum);,0,Assignment
code ^= 81;,10,Bitwise Operation
double y = static_cast<long>(offset);,12,Cast Expression
if (count->prev == NULL) { },8,Struct Access
size_t z = temp + 24;,3,Declaration
sum = *(ret + 119);,7,Pointer Operation
"abs(index, ret);",4,Function Call
return !z;,5,Return
table[45] = len;,6,Array Access
n = 22 * 83;,0,Assignment
return y + 61;,5,Return
--queue[index];,9,Increment/Decrement
"static_assert(sizeof(double) == 6, ""size mismatch"");",14,Exception Handling
throw;,14,Exception Handling
long n = vals[result];,6,Array Access
assert(k != NULL);,14,Exception Handling
index = (code & 8) >> 105;,10,Bitwise Operation
index <<= 1;,9,Increment/Decrement
float y = (offset || count);,11,Logical Expression
total = 9 + 68;,0,Assignment
assert(total > 0);,14,Exception Handling
if (result && y) { },11,Logical Expression
j = !(size != 33);,11,Logical Expression
try { } catch (...) { },14,Exception Handling
result |= i;,10,Bitwise Operation
free(total);,13,Memory Allocation
int64_t j[90] = {0};,3,Declaration
if (z != 0) { },2,Conditional
z = 82 + 106;,0,Assignment
temp = (sum == size) ? 1 : 0;,11,Logical Expression
long code = 14;,3,Declaration
if (temp <= 25) { },2,Conditional
return j == NULL;,5,Return
total = *temp;,7,Pointer Operation
const bool z = 74;,3,Declaration
"fopen(sum, NULL);",4,Function Call
size = 0;,0,Assignment
if (z && z) { },2,Conditional
y = 0;,0,Assignment
for (int sum = 0; index < i; ++result) { },1,Loop
err = const_cast<int *>(value);,12,Cast Expression
const double j = 6;,3,Declaration
temp.next = n.right;,8,Struct Access
for (int x = 23 - 1; index >= 0; index--) { },1,Loop
value = matrix[0];,6,Array Access
size <<= 1;,9,Increment/Decrement
return err - 53;,5,Return
if (queue[temp] > 118) { },6,Array Access
n = list[107 - 1];,6,Array Access
count |= err;,10,Bitwise Operation
if (x.size == 34) { },8,Struct Access
flag = (double) (i - 111);,12,Cast Expression
try { } catch (...) { },14,Exception Handling
const uint8_t n = log(size);,3,Declaration
throw;,14,Exception Handling
if (len.tail != 8) { },8,Struct Access
k = nums[offset];,6,Array Access
total = static_cast<long>(temp);,12,Cast Expression
for (code = 0; value < count; j++) { },1,Loop
(sum--);,9,Increment/Decrement
sum = j & 17;,10,Bitwise Operation
ret = stack[index];,6,Array Access
z->head = abs(index);,8,Struct Access
n = (int) (ret + i);,12,Cast Expression
switch (count) { },2,Conditional
ret = value / 73;,0,Assignment
ret = vals[total - 1];,6,Array Access
for (int n = 0; len < 33; offset++) list[k] = 0;,6,Array Access
if ((count & 73) == 0) { },10,Bitwise Operation
(*temp)++;,7,Pointer Operation
if (size == 75) { },2,Conditional
while (x != 46) { },1,Loop
